,project_id,project_name,project_start_date,project_completion_date,building_id,number,street,borough,postcode,bbl,bin,community_board,council_district,census_tract,nta_-_neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,building_completion_date,reporting_construction_type,extended_affordability_only,prevailing_wage_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,br1_units,br2_units,br3_units,br4_units,br5_units,br6_units,unknown-br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units
1572,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972149.0,442,SCHROEDERS AVENUE,Brooklyn,,3044520390.0,,BK-05,42,,,,,40.65356,-73.875509,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1573,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972169.0,444,SCHROEDERS AVENUE,Brooklyn,,3044520391.0,,BK-05,42,,,,,40.65359,-73.87544399999999,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1574,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972170.0,446,SCHROEDERS AVENUE,Brooklyn,,3044520392.0,,BK-05,42,,,,,40.653620000000004,-73.87537900000001,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1575,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972171.0,448,SCHROEDERS AVENUE,Brooklyn,,3044520393.0,,BK-05,42,,,,,40.65364,-73.875311,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1576,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972172.0,450,SCHROEDERS AVENUE,Brooklyn,,3044520394.0,,BK-05,42,,,,,40.65367,-73.87524599999999,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1577,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972173.0,452,SCHROEDERS AVENUE,Brooklyn,,3044520395.0,,BK-05,42,,,,,40.6537,-73.87518100000001,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1578,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972175.0,454,SCHROEDERS AVENUE,Brooklyn,,3044520396.0,,BK-05,42,,,,,40.653729999999996,-73.875116,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1579,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972176.0,456,SCHROEDERS AVENUE,Brooklyn,,3044520397.0,,BK-05,42,,,,,40.65375,-73.875047,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1580,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972177.0,458,SCHROEDERS AVENUE,Brooklyn,,3044520398.0,,BK-05,42,,,,,40.65378,-73.87498199999999,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1581,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972178.0,460,SCHROEDERS AVENUE,Brooklyn,,3044520399.0,,BK-05,42,,,,,40.65381,-73.87491700000001,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1582,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972179.0,462,SCHROEDERS AVENUE,Brooklyn,,3044520402.0,,BK-05,42,,,,,40.65384,-73.874853,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1583,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972180.0,464,SCHROEDERS AVENUE,Brooklyn,,3044520403.0,,BK-05,42,,,,,40.653859999999995,-73.87478399999999,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1584,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972181.0,466,SCHROEDERS AVENUE,Brooklyn,,3044520404.0,,BK-05,42,,,,,40.653890000000004,-73.874719,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1585,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972183.0,468,SCHROEDERS AVENUE,Brooklyn,,3044520405.0,,BK-05,42,,,,,40.653940000000006,-73.874611,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1586,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972184.0,485,SCHROEDERS AVENUE,Brooklyn,,3044520463.0,,BK-05,42,,,,,40.6546,-73.874375,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1587,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972185.0,487,SCHROEDERS AVENUE,Brooklyn,,3044520462.0,,BK-05,42,,,,,40.65464,-73.874271,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1588,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972186.0,489,SCHROEDERS AVENUE,Brooklyn,,3044520461.0,,BK-05,42,,,,,40.65467,-73.874209,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1589,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972187.0,491,SCHROEDERS AVENUE,Brooklyn,,3044520459.0,,BK-05,42,,,,,40.65469,-73.874145,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1590,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972188.0,493,SCHROEDERS AVENUE,Brooklyn,,3044520458.0,,BK-05,42,,,,,40.654720000000005,-73.87408,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1591,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972189.0,495,SCHROEDERS AVENUE,Brooklyn,,3044520457.0,,BK-05,42,,,,,40.65475,-73.874018,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1592,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972190.0,497,SCHROEDERS AVENUE,Brooklyn,,3044520456.0,,BK-05,42,,,,,40.65477,-73.873953,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1593,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972191.0,499,SCHROEDERS AVENUE,Brooklyn,,3044520455.0,,BK-05,42,,,,,40.6548,-73.873888,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1594,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972192.0,501,SCHROEDERS AVENUE,Brooklyn,,3044520454.0,,BK-05,42,,,,,40.65483,-73.873824,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1595,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972193.0,503,SCHROEDERS AVENUE,Brooklyn,,3044520453.0,,BK-05,42,,,,,40.65486,-73.873762,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1596,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972194.0,505,SCHROEDERS AVENUE,Brooklyn,,3044520452.0,,BK-05,42,,,,,40.65488,-73.87369699999999,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1597,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972195.0,507,SCHROEDERS AVENUE,Brooklyn,,3044520451.0,,BK-05,42,,,,,40.65493,-73.87359599999999,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1598,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972197.0,474,SCHROEDERS AVENUE,Brooklyn,,3044520406.0,,BK-05,42,,,,,40.654,-73.874477,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1599,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972198.0,476,SCHROEDERS AVENUE,Brooklyn,,3044520407.0,,BK-05,42,,,,,40.65404,-73.87438399999999,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1600,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972200.0,478,SCHROEDERS AVENUE,Brooklyn,,3044520408.0,,BK-05,42,,,,,40.654070000000004,-73.874315,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1601,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972201.0,480,SCHROEDERS AVENUE,Brooklyn,,3044520409.0,,BK-05,42,,,,,40.654090000000004,-73.87425,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1602,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972202.0,482,SCHROEDERS AVENUE,Brooklyn,,3044520410.0,,BK-05,42,,,,,40.65412,-73.874185,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1603,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972203.0,484,SCHROEDERS AVENUE,Brooklyn,,3044520411.0,,BK-05,42,,,,,40.65415,-73.874117,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1604,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972207.0,486,SCHROEDERS AVENUE,Brooklyn,,3044520412.0,,BK-05,42,,,,,40.65418,-73.874052,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1605,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972208.0,488,SCHROEDERS AVENUE,Brooklyn,,3044520413.0,,BK-05,42,,,,,40.65421,-73.873987,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1606,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972209.0,490,SCHROEDERS AVENUE,Brooklyn,,3044520414.0,,BK-05,42,,,,,40.65424,-73.873922,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1607,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972210.0,492,SCHROEDERS AVENUE,Brooklyn,,3044520415.0,,BK-05,42,,,,,40.65426,-73.873853,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1608,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972211.0,494,SCHROEDERS AVENUE,Brooklyn,,3044520416.0,,BK-05,42,,,,,40.65429,-73.873789,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1609,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972351.0,440,SCHROEDERS AVENUE,Brooklyn,,3044520389.0,,BK-05,42,,,,,40.65354,-73.875578,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
1610,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972352.0,405,SCHROEDERS AVENUE,Brooklyn,,3044520223.0,3421567.0,BK-05,42,,,,,40.65338,-73.877124,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1611,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972353.0,407,SCHROEDERS AVENUE,Brooklyn,,3044520222.0,3421568.0,BK-05,42,,,,,40.653420000000004,-73.877066,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1612,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,2016-06-27T00:00:00,,972354.0,419,SCHROEDERS AVENUE,Brooklyn,,3044520216.0,3421574.0,BK-05,42,,,,,40.65358,-73.876684,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1613,58790,RBSCC.297 Wilson Ave. Plaza de los Ancianos,2016-06-27T00:00:00,2016-08-25T00:00:00,396881.0,297,WILSON AVENUE,Brooklyn,11237.0,3033070004.0,3346536.0,BK-04,37,433.0,BK77,40.697004,-73.919201,40.6972,-73.91879300000001,2016-08-25T00:00:00,Preservation,No,Non Prevailing Wage,94,0,0,0,0,1,28,67,0,0,0,0,0,0,95,0,95,95
1614,58887,EAST CHINATOWN HDFC,2016-06-27T00:00:00,2017-06-22T00:00:00,21360.0,176,ELDRIDGE STREET,Manhattan,10002.0,1004150012.0,1077624.0,MN-03,1,18.0,MN27,40.720406,-73.990804,40.72033,-73.990584,2017-06-22T00:00:00,Preservation,No,Non Prevailing Wage,4,11,13,0,0,1,6,13,10,0,0,0,0,0,29,0,29,29
1615,58887,EAST CHINATOWN HDFC,2016-06-27T00:00:00,2017-06-22T00:00:00,804767.0,180,ELDRIDGE STREET,Manhattan,10002.0,1004150012.0,1077623.0,MN-03,1,18.0,MN27,40.720538,-73.990736,40.72033,-73.990584,2017-06-22T00:00:00,Preservation,No,Non Prevailing Wage,1,14,10,0,0,0,6,8,11,0,0,0,0,0,25,0,25,25
1617,52724,PUTNAM,2016-06-24T00:00:00,2016-06-24T00:00:00,307342.0,721,HANCOCK STREET,Brooklyn,11233.0,3016580092.0,3045992.0,BK-03,41,383.0,BK35,40.685324,-73.925839,40.6855,-73.926181,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,7,0,1,0,0,0,0,8,0,0,0,0,8,0,8,8
1618,52724,PUTNAM,2016-06-24T00:00:00,2016-06-24T00:00:00,307343.0,723,HANCOCK STREET,Brooklyn,11233.0,3016580091.0,3045991.0,BK-03,41,383.0,BK35,40.685328999999996,-73.925792,40.685520000000004,-73.926069,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,1,6,0,1,0,0,0,0,8,0,0,0,0,8,0,8,8
1619,52724,PUTNAM,2016-06-24T00:00:00,2016-06-24T00:00:00,317444.0,680,JEFFERSON AVENUE,Brooklyn,11221.0,3016560030.0,3045821.0,BK-03,36,295.0,BK35,40.685516,-73.930562,40.68529,-73.930483,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,10,17,0,8,1,8,17,0,8,3,0,0,0,36,0,36,36
1620,52724,PUTNAM,2016-06-24T00:00:00,2016-06-24T00:00:00,317447.0,684,JEFFERSON AVENUE,Brooklyn,11221.0,3016560035.0,3045823.0,BK-03,36,295.0,BK35,40.685533,-73.930429,40.68533,-73.93016899999999,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,4,8,0,0,0,12,0,0,0,0,0,0,0,12,0,12,12
1621,52724,PUTNAM,2016-06-24T00:00:00,2016-06-24T00:00:00,317515.0,768,JEFFERSON AVENUE,Brooklyn,11221.0,3016580010.0,3045922.0,BK-03,41,383.0,BK35,40.686032,-73.926076,40.68577,-73.92635,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,2,4,0,2,0,0,0,0,8,0,0,0,0,8,0,8,8
1622,52724,PUTNAM,2016-06-24T00:00:00,2016-06-24T00:00:00,331146.0,660,MADISON STREET,Brooklyn,11221.0,3016460017.0,3045202.0,BK-03,36,293.0,BK35,40.686884,-73.93169300000001,40.686640000000004,-73.931783,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,6,0,2,0,0,0,0,8,0,0,0,0,8,0,8,8
1623,52724,PUTNAM,2016-06-24T00:00:00,2016-06-24T00:00:00,331152.0,668,MADISON STREET,Brooklyn,11221.0,3016460020.0,3045205.0,BK-03,36,293.0,BK35,40.686914,-73.931444,40.686679999999996,-73.931451,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,2,4,0,2,0,0,0,4,4,0,0,0,0,8,0,8,8
1624,52724,PUTNAM,2016-06-24T00:00:00,2016-06-24T00:00:00,358498.0,828,PUTNAM AVENUE,Brooklyn,11221.0,3016520019.0,3045546.0,BK-03,36,385.0,BK35,40.686498,-73.928531,40.68627,-73.92856,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,2,1,0,1,0,0,3,1,0,0,0,0,0,4,0,4,4
1625,52724,PUTNAM,2016-06-24T00:00:00,2016-06-24T00:00:00,360415.0,186,MALCOLM X BOULEVARD,Brooklyn,11221.0,3016460039.0,3045217.0,BK-03,36,293.0,BK35,40.686938,-73.929868,40.686859999999996,-73.93015,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,2,6,0,1,0,2,0,7,0,0,0,0,0,9,0,9,9
1626,52724,PUTNAM,2016-06-24T00:00:00,2016-06-24T00:00:00,360424.0,201,MALCOLM X BOULEVARD,Brooklyn,11221.0,3016520006.0,3045533.0,BK-03,36,385.0,BK35,40.686144,-73.929692,40.68613,-73.92943299999999,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,2,4,0,0,0,0,6,0,0,0,0,0,0,6,0,6,6
1627,52724,PUTNAM,2016-06-24T00:00:00,2016-06-24T00:00:00,360426.0,205,MALCOLM X BOULEVARD,Brooklyn,11221.0,3016520005.0,3045532.0,BK-03,36,385.0,BK35,40.686032,-73.92966700000001,40.68606,-73.929418,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,2,4,0,0,0,0,6,0,0,0,0,0,0,6,0,6,6
1628,52724,PUTNAM,2016-06-24T00:00:00,2016-06-24T00:00:00,360427.0,206,MALCOLM X BOULEVARD,Brooklyn,11221.0,3016510041.0,3045499.0,BK-03,36,295.0,BK35,40.686257,-73.929736,40.6862,-73.930017,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,3,1,0,1,0,0,0,1,4,0,0,0,0,5,0,5,5
1629,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,329067.0,165,LOTT AVENUE,Brooklyn,11212.0,3036150001.0,3256538.0,BK-16,42,916.0,BK81,40.658004999999996,-73.907365,40.658770000000004,-73.907462,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,11,0,0,1,0,0,12,0,0,0,0,0,12,0,12,12
1630,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,329068.0,193,LOTT AVENUE,Brooklyn,11212.0,3036160001.0,3252482.0,BK-16,42,920.0,BK81,40.658147,-73.906428,40.65891,-73.906542,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,36,0,0,0,0,36,0,0,0,0,0,0,36,0,36,36
1631,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,808983.0,200,NEWPORT STREET,Brooklyn,11212.0,3036150001.0,3342610.0,BK-16,42,916.0,BK81,40.659521000000005,-73.907785,40.658770000000004,-73.907462,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,0,0,0,0,12,0,0,0,0,0,12,0,12,12
1632,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,808984.0,234,NEWPORT STREET,Brooklyn,11212.0,3036160001.0,3342622.0,BK-16,42,920.0,BK81,40.659707,-73.906548,40.65891,-73.906542,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,0,0,0,0,12,0,0,0,0,0,12,0,12,12
1633,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,808986.0,230,NEWPORT STREET,Brooklyn,11212.0,3036160001.0,3342623.0,BK-16,42,920.0,BK81,40.659684999999996,-73.906693,40.65891,-73.906542,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,0,0,0,0,12,0,0,0,0,0,12,0,12,12
1634,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,809093.0,530,OSBORN STREET,Brooklyn,11212.0,3036160001.0,3342619.0,BK-16,42,920.0,BK81,40.658894000000004,-73.906059,40.65891,-73.906542,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,24,0,0,0,0,0,24,0,0,0,0,0,24,0,24,24
1635,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,809298.0,841,ROCKAWAY AVENUE,Brooklyn,11212.0,3036150001.0,3342612.0,BK-16,42,916.0,BK81,40.659027,-73.908005,40.658770000000004,-73.907462,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,0,0,0,0,12,0,0,0,0,0,12,0,12,12
1636,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,875692.0,520,OSBORN STREET,Brooklyn,11212.0,3036160001.0,3342620.0,BK-16,42,920.0,BK81,40.659079999999996,-73.90611,40.65891,-73.906542,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,0,0,0,0,12,0,0,0,0,0,12,0,12,12
1637,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,930129.0,206,NEWPORT STREET,Brooklyn,11212.0,3036150001.0,3342611.0,BK-16,42,916.0,BK81,40.659543,-73.90763299999999,40.658770000000004,-73.907462,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,0,0,0,0,12,0,0,0,0,0,12,0,12,12
1638,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,930354.0,169,LOTT AVENUE,Brooklyn,11212.0,3036150001.0,3342605.0,BK-16,42,916.0,BK81,40.658035999999996,-73.90718100000001,40.658770000000004,-73.907462,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,0,0,0,12,0,0,0,0,0,0,12,0,12,12
1639,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,930359.0,173,THATFORD AVENUE,Brooklyn,11212.0,3036150001.0,3342606.0,BK-16,42,916.0,BK81,40.659389000000004,-73.90714,40.658770000000004,-73.907462,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,0,12,12
1640,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,930360.0,179,THATFORD AVENUE,Brooklyn,11212.0,3036150001.0,3342607.0,BK-16,42,916.0,BK81,40.658313,-73.906864,40.658770000000004,-73.907462,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,0,12,12
1641,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,930367.0,861,ROCKAWAY AVENUE,Brooklyn,11212.0,3036150001.0,3342614.0,BK-16,42,916.0,BK81,40.658656,-73.907909,40.658770000000004,-73.907462,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,0,0,0,0,12,0,0,0,0,0,12,0,12,12
1642,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,930369.0,851,ROCKAWAY AVENUE,Brooklyn,11212.0,3036150001.0,3342613.0,BK-16,42,916.0,BK81,40.658840000000005,-73.907955,40.658770000000004,-73.907462,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,0,0,0,0,12,0,0,0,0,0,12,0,12,12
1643,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,932895.0,210,THATFORD AVENUE,Brooklyn,11212.0,3036150001.0,3342609.0,BK-16,42,916.0,BK81,40.659389000000004,-73.90714,40.658770000000004,-73.907462,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,0,12,12
1644,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,932896.0,216,THATFORD AVENUE,Brooklyn,11212.0,3036150001.0,3342608.0,BK-16,42,916.0,BK81,40.658313,-73.906864,40.658770000000004,-73.907462,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,0,12,12
1645,60850,Newport Gardens HDFC,2016-06-24T00:00:00,2016-06-24T00:00:00,972694.0,510,OSBORN STREET,Brooklyn,11212.0,3036160001.0,3342621.0,BK-16,42,920.0,BK81,40.659264,-73.90615600000001,40.65891,-73.906542,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,0,0,0,0,12,0,0,0,0,0,12,0,12,12
1646,61418,Surf 21 Harborview (20160249),2016-06-24T00:00:00,,394585.0,2920,WEST 21 STREET,Brooklyn,11224.0,3070580013.0,3189551.0,BK-13,47,326.0,BK21,40.575781,-73.987872,40.57529,-73.988297,,Preservation,No,Prevailing Wage,0,0,189,33,0,2,22,66,66,58,12,0,0,0,224,0,224,224
1647,61435,SOUTH BROOKLYN RENEWAL PERMANENT AFFORDABILITY,2016-06-24T00:00:00,2016-06-24T00:00:00,224168.0,143,COLUMBIA STREET,Brooklyn,11231.0,3003190025.0,3003578.0,BK-06,39,47.0,BK33,40.686907,-74.00178100000001,40.68693,-74.001471,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,7,0,0,0,6,0,1,0,0,0,0,0,7,0,7,7
1648,61435,SOUTH BROOKLYN RENEWAL PERMANENT AFFORDABILITY,2016-06-24T00:00:00,2016-06-24T00:00:00,224173.0,149,COLUMBIA STREET,Brooklyn,11231.0,3003190020.0,3003574.0,BK-06,39,47.0,BK33,40.686780999999996,-74.00184300000001,40.68673,-74.001605,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,8,8
1649,61435,SOUTH BROOKLYN RENEWAL PERMANENT AFFORDABILITY,2016-06-24T00:00:00,2016-06-24T00:00:00,224175.0,151,COLUMBIA STREET,Brooklyn,11231.0,3003190019.0,3003573.0,BK-06,39,47.0,BK33,40.686739,-74.001864,40.68667,-74.001597,2016-06-24T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4
